"YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","STRATA","GQ","PERNUM","PERWT","NCHILD","NCHLT5","SEX","AGE","MARST","RACE","RACED","HISPAN","HISPAND","EDUC","EDUCD","EMPSTAT","EMPSTATD","INCWAGE","VETSTAT","VETSTATD"
2019,201901,564130,2019000229807,11764.8,2019005641301,120122,1,1,11764.8,0,0,1,26,6,1,100,0,0,10,101,1,10,30000,1,11
2019,201901,564130,2019000229807,11764.8,2019005641301,120122,1,2,21207.6,0,0,1,28,6,2,200,0,0,11,115,1,10,30000,1,11
2019,201901,564594,2019000265113,22600.8,2019005645941,20022,1,2,61146.0,3,1,1,30,6,1,100,0,0,6,64,1,10,34000,1,11
2019,201901,564749,2019000277884,18730.8,2019005647491,120122,1,1,18730.8,0,0,1,26,6,1,100,0,0,10,101,1,10,50000,1,11
2019,201901,564904,2019000290852,13622.4,2019005649041,140022,1,1,13467.6,2,1,2,35,1,1,100,0,0,8,81,1,10,39000,1,11
2019,201901,564904,2019000290852,13622.4,2019005649041,140022,1,2,8668.8,2,1,1,52,1,1,100,0,0,6,63,1,10,70000,1,11
2019,201901,565059,2019000302788,5882.4,2019005650591,200022,1,1,6037.2,0,0,1,58,1,1,100,0,0,6,63,1,10,120000,1,11
2019,201901,565214,2019000314296,3250.8,2019005652141,180022,1,1,3096.0,0,0,1,24,1,1,100,0,0,8,81,1,10,60000,1,11
2019,201901,565214,2019000314296,3250.8,2019005652141,180022,1,2,1548.0,0,0,2,22,1,1,100,0,0,7,71,1,10,8300,1,11
2019,201901,565833,2019000358813,11300.4,2019005658331,240222,1,1,11300.4,0,0,1,58,2,5,500,0,0,10,101,1,10,150000,1,11
2019,201901,566607,2019000419464,8359.2,2019005666071,10122,1,2,10526.4,0,0,1,27,6,1,100,0,0,6,63,1,10,44000,1,11
2019,201901,566916,2019000443380,4179.6,2019005669161,240222,1,1,4179.6,0,0,2,53,4,1,100,0,0,10,101,1,10,56000,1,11
2019,201901,568155,2019000538098,16873.2,2019005681551,150122,1,2,12693.6,0,0,1,53,1,1,100,0,0,10,101,1,10,376000,1,11
2019,201901,568310,2019000551445,28328.4,2019005683101,150022,1,1,28328.4,0,0,1,36,1,5,500,0,0,11,114,1,10,90000,1,11
2019,201901,568774,2019000584318,11455.2,2019005687741,230122,1,1,11300.4,1,0,2,50,1,1,100,0,0,11,115,1,10,55000,1,11
2019,201901,568929,2019000595807,7585.2,2019005689291,40022,1,1,7740.0,0,0,2,63,4,1,100,0,0,10,101,1,10,115000,1,11
2019,201901,569084,2019000607929,16718.4,2019005690841,150122,1,1,16873.2,0,0,1,32,6,1,100,0,0,11,114,1,12,22000,1,11
2019,201901,569084,2019000607929,16718.4,2019005690841,150122,1,2,23994.0,0,0,1,26,6,1,100,0,0,10,101,1,12,6000,1,11
2019,201901,569084,2019000607929,16718.4,2019005690841,150122,1,3,27864.0,0,0,1,22,6,1,100,0,0,10,101,1,12,6000,1,11
2019,201901,569238,2019000619899,14241.6,2019005692381,150222,1,1,14086.8,2,0,2,59,3,2,200,0,0,11,114,1,10,18000,1,11
2019,201901,569238,2019000619899,14241.6,2019005692381,150222,1,2,25077.6,2,0,2,39,6,2,200,0,0,10,101,1,10,40000,1,11
2019,201901,569238,2019000619899,14241.6,2019005692381,150222,1,3,33127.2,0,0,2,22,6,2,200,0,0,6,63,1,10,3000,1,11
2019,201901,569393,2019000631484,14860.8,2019005693931,60022,1,1,14706.0,1,0,2,47,1,1,100,0,0,6,63,1,10,12000,1,11
2019,201901,569393,2019000631484,14860.8,2019005693931,60022,1,2,8823.6,1,0,1,49,1,1,100,0,0,6,63,1,10,200000,1,11
2019,201901,569703,2019000657464,6966.0,2019005697031,150122,1,2,16718.4,0,0,1,42,6,2,200,0,0,5,50,1,10,107000,1,11
2019,201901,569703,2019000657464,6966.0,2019005697031,150122,1,3,12384.0,0,0,2,37,6,2,200,0,0,6,63,1,10,130000,1,11
2019,201901,569703,2019000657464,6966.0,2019005697031,150122,1,4,16718.4,0,0,1,36,6,2,200,0,0,6,64,1,10,65000,1,11
2019,201901,569703,2019000657464,6966.0,2019005697031,150122,1,5,14396.4,0,0,2,34,6,2,200,0,0,7,71,1,10,13000,1,11
2019,201901,569858,2019000669621,9597.6,2019005698581,240222,1,1,9752.4,0,0,1,35,6,1,100,0,0,0,2,1,10,14000,1,11
2019,201901,569858,2019000669621,9597.6,2019005698581,240222,1,2,20433.6,0,0,2,29,6,1,100,0,0,0,2,1,10,24000,1,11
2019,201901,570167,2019000695019,15944.4,2019005701671,30022,1,1,16099.2,0,0,1,37,6,1,100,0,0,11,114,1,10,37000,2,20
2019,201901,570322,2019000707602,8204.4,2019005703221,70022,1,1,8204.4,0,0,2,47,5,1,100,0,0,8,81,1,10,5000,1,11
2019,201901,570632,2019000731597,6966.0,2019005706321,240022,1,1,6966.0,0,0,2,37,6,1,100,0,0,11,116,1,10,86000,1,11
2019,201901,571096,2019000769365,16873.2,2019005710961,130022,1,1,16873.2,0,0,1,61,1,1,100,0,0,10,101,1,10,135000,1,11
2019,201901,571251,2019000781186,11919.6,2019005712511,230122,1,1,12074.4,0,0,1,58,4,1,100,0,0,10,101,1,10,0,1,11
2019,201901,571715,2019000818578,14396.4,2019005717151,40022,1,1,14396.4,0,0,1,24,6,2,200,0,0,6,65,1,10,27000,1,11
2019,201901,571870,2019000832176,13312.8,2019005718701,150122,1,1,13312.8,0,0,1,31,6,1,100,0,0,11,114,1,10,26000,1,11
2019,201901,572025,2019000843808,13158.0,2019005720251,110022,1,1,13312.8,2,1,2,37,1,1,100,0,0,6,65,1,10,37000,1,11
2019,201901,572025,2019000843808,13158.0,2019005720251,110022,1,2,13158.0,2,1,1,31,1,1,100,0,0,6,64,1,10,32500,1,11
2019,201901,572180,2019000855666,4953.6,2019005721801,90022,1,1,4953.6,3,0,1,55,1,1,100,0,0,6,65,1,10,89000,1,11
2019,201901,572180,2019000855666,4953.6,2019005721801,90022,1,2,6501.6,3,0,2,44,1,1,100,0,0,6,63,1,10,0,1,11
2019,201901,572334,2019000868766,7120.8,2019005723341,230222,1,1,7120.8,0,0,2,54,4,1,100,0,0,6,63,1,10,45000,1,11
2019,201901,572489,2019000879704,18421.2,2019005724891,70022,1,1,18421.2,1,0,2,40,4,1,100,0,0,7,71,1,10,0,1,11
2019,201901,572799,2019000902865,41176.8,2019005727991,190022,1,1,41176.8,0,0,2,43,4,1,100,0,0,6,64,1,10,53000,1,11
2019,201901,572954,2019000914768,10990.8,2019005729541,120122,1,1,10836.0,0,0,2,21,6,1,100,0,0,6,63,1,10,3000,1,11
2019,201901,572954,2019000914768,10990.8,2019005729541,120122,1,2,11300.4,0,0,1,20,6,1,100,0,0,6,63,1,10,50000,1,11
2019,201901,573108,2019000926819,12848.4,2019005731081,90022,1,1,12848.4,0,0,2,19,6,1,100,0,0,6,63,1,10,11400,1,11
2019,201901,573108,2019000926819,12848.4,2019005731081,90022,1,2,32353.2,0,0,2,19,6,1,100,0,0,6,63,1,10,10000,1,11
2019,201901,573263,2019000938781,11455.2,2019005732631,250022,1,1,11455.2,0,0,1,63,1,2,200,0,0,6,65,1,10,24000,1,11
2019,201901,573263,2019000938781,11455.2,2019005732631,250022,1,2,11455.2,0,0,2,56,1,2,200,0,0,7,71,1,10,30000,1,11
2019,201901,573418,2019000951342,15325.2,2019005734181,90022,1,1,15170.4,0,0,2,24,6,1,100,0,0,10,101,1,10,28000,1,11
2019,201901,573728,2019000974478,51084.0,2019005737281,100022,1,2,102632.4,0,0,1,46,6,1,100,0,0,10,101,1,10,96000,1,11
2019,201901,574037,2019001000414,9133.2,2019005740371,70022,1,1,9133.2,0,0,1,54,1,1,100,0,0,6,64,1,10,30000,2,20
2019,201901,574192,2019001011642,30186.0,2019005741921,90022,1,1,30186.0,0,0,2,63,4,1,100,0,0,6,63,1,10,36000,1,11
2019,201901,574347,2019001026359,7894.8,2019005743471,150122,1,1,7894.8,0,0,2,27,6,2,200,0,0,11,114,1,10,47500,1,11
2019,201901,574502,2019001038691,10062.0,2019005745021,200022,1,1,10062.0,0,0,2,60,1,1,100,0,0,10,101,1,10,60000,1,11
2019,201901,574502,2019001038691,10062.0,2019005745021,200022,1,2,8668.8,0,0,1,59,1,1,100,0,0,5,50,1,10,9000,1,11
2019,201901,574966,2019001073363,8204.4,2019005749661,30022,1,5,19969.2,0,0,1,41,2,1,100,0,0,7,71,1,10,6000,1,11
2019,201901,575121,2019001084726,13777.2,2019005751211,80022,1,2,13312.8,9,1,1,49,1,1,100,0,0,10,101,1,10,69000,2,20
2019,201901,575121,2019001084726,13777.2,2019005751211,80022,1,3,15944.4,0,0,1,18,6,1,100,0,0,6,63,1,10,18000,1,11
2019,201901,575276,2019001098459,40867.2,2019005752761,240222,1,2,125852.4,0,0,2,40,6,2,200,0,0,6,63,1,10,40000,1,11
2019,201901,575430,2019001110116,16873.2,2019005754301,150022,1,1,17028.0,0,0,1,49,6,1,100,0,0,8,81,1,10,48000,1,11
2019,201901,575585,2019001121571,74768.4,2019005755851,230022,1,1,74768.4,2,0,2,44,4,2,200,0,0,6,63,1,10,24000,1,11
2019,201901,575585,2019001121571,74768.4,2019005755851,230022,1,2,86688.0,0,0,2,21,6,2,200,0,0,7,71,1,10,14600,1,11
2019,201901,575585,2019001121571,74768.4,2019005755851,230022,1,3,86378.4,0,0,2,19,6,2,200,0,0,6,63,1,10,20200,1,11
2019,201901,575740,2019001135168,13932.0,2019005757401,80022,1,2,10681.2,0,0,2,32,1,1,100,1,100,10,101,1,10,83000,1,11
2019,201901,576050,2019001163179,7120.8,2019005760501,230122,1,1,7120.8,0,0,1,39,6,1,100,0,0,11,114,1,10,66000,1,11
2019,201901,576204,2019001175974,13003.2,2019005762041,150022,1,1,12848.4,2,0,2,45,1,1,100,0,0,10,101,1,10,150000,1,11
2019,201901,576204,2019001175974,13003.2,2019005762041,150022,1,2,12384.0,2,0,1,45,1,1,100,0,0,10,101,1,10,166000,1,11
2019,201901,576514,2019001199600,25851.6,2019005765141,110022,1,1,25851.6,2,0,2,45,2,1,100,0,0,6,63,1,10,23500,1,11
2019,201901,576669,2019001212387,5418.0,2019005766691,30022,1,1,5418.0,2,0,1,39,1,1,100,0,0,6,63,1,10,105000,1,11
2019,201901,576669,2019001212387,5418.0,2019005766691,30022,1,2,5418.0,2,0,2,37,1,1,100,0,0,6,65,1,10,40000,1,11
2019,201901,576824,2019001222644,15170.4,2019005768241,140022,1,1,15015.6,1,0,2,49,1,2,200,0,0,6,63,1,10,26000,1,11
2019,201901,576824,2019001222644,15170.4,2019005768241,140022,1,2,19504.8,1,0,1,52,1,2,200,0,0,6,63,1,10,40000,1,11
2019,201901,576978,2019001234487,5572.8,2019005769781,70022,1,1,5418.0,0,0,1,29,6,1,100,0,0,6,65,1,10,0,1,11
2019,201901,577288,2019001255154,47214.0,2019005772881,150122,1,1,47214.0,3,1,2,31,6,2,200,0,0,7,71,1,10,17000,1,11
2019,201901,577443,2019001265627,31424.4,2019005774431,120022,1,1,31424.4,0,0,1,27,6,1,100,0,0,7,71,1,10,80000,1,11
2019,201901,577443,2019001265627,31424.4,2019005774431,120022,1,2,18421.2,0,0,2,26,6,1,100,0,0,7,71,1,10,30000,1,11
2019,201901,577598,2019001278259,4179.6,2019005775981,40022,1,2,12538.8,4,0,2,44,6,2,200,0,0,6,61,1,10,3000,1,11
2019,201901,577907,2019001300013,10216.8,2019005779071,240022,1,1,10216.8,0,0,1,41,6,1,100,0,0,10,101,1,10,60000,1,11
2019,201901,578062,2019001311660,48297.6,2019005780621,10122,1,1,48297.6,2,1,2,38,1,2,200,0,0,11,114,1,10,62000,1,11
2019,201901,578062,2019001311660,48297.6,2019005780621,10122,1,2,50929.2,2,1,1,39,1,2,200,0,0,10,101,1,10,90000,1,11
2019,201901,578217,2019001322836,5418.0,2019005782171,210022,1,2,5572.8,3,0,1,61,1,1,100,0,0,6,63,1,10,55000,1,11
2019,201901,578217,2019001322836,5418.0,2019005782171,210022,1,3,10216.8,0,0,1,34,6,1,100,0,0,6,63,1,10,11000,1,11
2019,201901,578217,2019001322836,5418.0,2019005782171,210022,1,4,10062.0,0,0,1,31,6,1,100,0,0,6,63,1,10,4800,1,11
2019,201901,578372,2019001332460,7120.8,2019005783721,230122,1,1,7120.8,0,0,1,63,4,1,100,0,0,11,114,1,10,90000,1,11
2019,201901,578526,2019001344484,51393.6,2019005785261,150222,1,1,51393.6,1,1,1,24,1,2,200,0,0,7,71,1,10,20000,2,20
2019,201901,578526,2019001344484,51393.6,2019005785261,150222,1,2,52786.8,1,1,2,22,1,2,200,0,0,7,71,1,10,25000,1,11
2019,201901,578681,2019001357348,15789.6,2019005786811,20022,1,1,15634.8,0,0,1,28,6,1,100,0,0,6,63,1,10,20000,1,11
2019,201901,578836,2019001370069,1238.4,2019005788361,20022,1,1,1238.4,2,1,1,33,1,1,100,0,0,10,101,1,10,35000,1,11
2019,201901,578991,2019001382583,12538.8,2019005789911,60022,1,1,12538.8,0,0,1,63,1,8,816,0,0,6,65,1,10,48000,1,11
2019,201901,578991,2019001382583,12538.8,2019005789911,60022,1,2,13622.4,0,0,2,59,1,1,100,0,0,7,71,1,10,32000,1,11
2019,201901,579146,2019001394254,3250.8,2019005791461,250022,1,1,3405.6,0,0,2,61,5,1,100,0,0,6,65,1,10,40000,1,11
2019,201901,579300,2019001405818,11300.4,2019005793001,230122,1,1,11145.6,0,0,1,63,5,1,100,0,0,3,30,1,10,15600,1,11
2019,201901,579455,2019010013263,7275.6,2019005794551,90023,4,1,7275.6,0,0,2,20,6,8,802,0,0,7,71,1,10,3600,1,11
2019,201901,579765,2019010072408,6966.0,2019005797651,30023,4,1,6966.0,0,0,1,18,6,1,100,0,0,6,63,1,10,2000,1,11
2019,201901,579920,2019010096704,13467.6,2019005799201,40023,4,1,13467.6,0,0,1,20,6,1,100,0,0,7,71,1,10,500,1,11
2019,201901,580539,2019000081143,10681.2,2019005805391,100023,1,1,10681.2,0,0,1,61,6,1,100,0,0,10,101,1,10,70000,1,11
2019,201901,580848,2019000158615,28792.8,2019005808481,90023,1,1,28792.8,0,0,1,56,1,1,100,0,0,10,101,1,10,191000,1,11
2019,201901,580848,2019000158615,28792.8,2019005808481,90023,1,2,27864.0,0,0,2,55,1,1,100,0,0,10,101,1,10,4300,1,11
2019,201901,581003,2019000194990,5727.6,2019005810031,30023,1,1,5727.6,1,0,2,48,1,1,100,0,0,10,101,1,10,45000,1,11
2019,201901,581003,2019000194990,5727.6,2019005810031,30023,1,2,7120.8,1,0,1,49,1,1,100,0,0,8,81,1,10,65000,2,20
2019,201901,581158,2019000227309,5418.0,2019005811581,20023,1,1,5418.0,0,0,1,64,1,1,100,0,0,10,101,1,10,2000,1,11
2019,201901,581158,2019000227309,5418.0,2019005811581,20023,1,2,5108.4,0,0,2,63,1,1,100,0,0,11,114,1,10,60000,1,11
2019,201901,581313,2019000265849,7894.8,2019005813131,20023,1,1,7894.8,1,0,1,40,1,1,100,0,0,7,71,1,10,50000,1,11
2019,201901,581313,2019000265849,7894.8,2019005813131,20023,1,2,4953.6,1,0,2,48,1,1,100,0,0,6,64,1,10,35000,1,11
2019,201901,581468,2019000304319,12384.0,2019005814681,70023,1,1,12384.0,1,0,2,61,4,1,100,0,0,6,63,1,10,10000,1,11
2019,201901,581777,2019000377099,4179.6,2019005817771,30023,1,1,4179.6,2,1,2,34,1,1,100,0,0,10,101,1,10,36400,1,11
2019,201901,581777,2019000377099,4179.6,2019005817771,30023,1,2,4024.8,2,1,1,40,1,1,100,0,0,8,81,1,10,32500,1,11
2019,201901,581932,2019000415214,22446.0,2019005819321,80023,1,2,32043.6,0,0,1,50,4,1,100,0,0,6,63,1,10,55000,1,11
2019,201901,582396,2019000528953,13777.2,2019005823961,60023,1,1,13777.2,0,0,1,58,4,1,100,0,0,11,115,1,10,383000,1,11
2019,201901,582396,2019000528953,13777.2,2019005823961,60023,1,2,13777.2,0,0,2,57,5,1,100,0,0,8,81,1,10,50000,1,11
2019,201901,582706,2019000605583,1238.4,2019005827061,50023,1,1,1238.4,0,0,1,18,2,1,100,0,0,6,63,1,10,0,1,11
2019,201901,582861,2019000644719,26935.2,2019005828611,10023,1,1,26935.2,0,0,2,51,6,1,100,0,0,10,101,1,10,29700,1,11
2019,201901,582861,2019000644719,26935.2,2019005828611,10023,1,2,20124.0,0,0,2,47,6,1,100,0,0,6,63,1,10,22000,1,11
2019,201901,583016,2019000678445,15944.4,2019005830161,100023,1,1,15944.4,2,0,2,39,1,1,100,0,0,10,101,1,10,0,1,11
2019,201901,583016,2019000678445,15944.4,2019005830161,100023,1,2,15634.8,2,0,1,40,1,1,100,0,0,11,114,1,10,40800,1,11
2019,201901,583170,2019000721497,7275.6,2019005831701,10023,1,1,7275.6,2,0,2,48,1,1,100,0,0,6,61,1,10,45000,1,11
2019,201901,583170,2019000721497,7275.6,2019005831701,10023,1,2,4489.2,2,0,1,50,1,1,100,0,0,6,63,1,10,44000,1,11
2019,201901,583635,2019000830863,11764.8,2019005836351,40023,1,1,11610.0,2,0,2,51,1,1,100,0,0,8,81,1,10,39900,1,11
2019,201901,583635,2019000830863,11764.8,2019005836351,40023,1,2,10990.8,2,0,2,55,1,1,100,0,0,6,65,1,10,60000,1,11
2019,201901,583944,2019000904697,19350.0,2019005839441,50023,1,1,19504.8,0,0,1,51,4,1,100,0,0,10,101,1,10,0,1,11
2019,201901,584099,2019000942783,5108.4,2019005840991,30023,1,1,5108.4,2,2,1,36,1,1,100,0,0,10,101,1,10,100000,1,11
2019,201901,584099,2019000942783,5108.4,2019005840991,30023,1,2,5108.4,2,2,2,32,1,1,100,0,0,11,114,1,10,45000,1,11
2019,201901,584254,2019000977695,2476.8,2019005842541,30023,1,1,2476.8,1,0,1,55,4,1,100,0,0,8,81,1,10,105000,2,20
2019,201901,584564,2019001060023,5108.4,2019005845641,50023,1,1,4953.6,0,0,2,55,1,1,100,0,0,6,63,1,10,42000,1,11
2019,201901,584718,2019001099628,6656.4,2019005847181,20023,1,2,9442.8,0,0,2,55,4,1,100,0,0,6,63,1,10,21100,1,11
2019,201901,584873,2019001137693,17492.4,2019005848731,100023,1,1,17492.4,0,0,1,59,1,1,100,0,0,6,65,1,10,28000,1,11
2019,201901,584873,2019001137693,17492.4,2019005848731,100023,1,2,16099.2,0,0,2,59,1,1,100,0,0,8,81,1,10,14000,1,11
2019,201901,585183,2019001205190,18730.8,2019005851831,90023,1,1,18730.8,1,0,2,45,4,1,100,0,0,11,114,1,10,10000,1,11
2019,201901,585338,2019001245474,34520.4,2019005853381,30023,1,2,35139.6,2,0,1,45,1,1,100,0,0,6,65,1,10,69000,1,11
2019,201901,585802,2019001365768,47214.0,2019005858021,80023,1,1,47214.0,0,0,1,60,1,1,100,0,0,6,63,1,10,80000,1,11
2019,201901,585957,2019001402506,15325.2,2019005859571,80023,1,1,15480.0,0,0,2,47,4,1,100,0,0,7,71,1,10,0,1,11
2019,201901,585957,2019001402506,15325.2,2019005859571,80023,1,2,15634.8,0,0,1,57,4,1,100,0,0,6,63,1,10,0,1,11
2019,201901,587195,2019010063093,13158.0,2019005871951,50724,4,1,13158.0,0,0,2,21,6,1,100,0,0,7,71,1,10,14100,1,11
2019,201901,587660,2019010087397,1238.4,2019005876601,140024,4,1,1238.4,0,0,1,22,6,2,200,0,0,7,71,1,12,1000,1,11
2019,201901,588279,2019010119954,13158.0,2019005882791,30124,4,1,13158.0,0,0,2,33,6,2,200,0,0,7,71,1,10,5000,1,11
2019,201901,588898,2019000002544,13932.0,2019005888981,100624,1,1,13932.0,0,0,2,58,6,2,200,0,0,11,114,1,10,96000,1,11
2019,201901,588898,2019000002544,13932.0,2019005888981,100624,1,2,9752.4,0,0,1,60,6,2,200,0,0,7,71,1,10,50000,1,11
2019,201901,589053,2019000011994,16718.4,2019005890531,40024,1,1,16718.4,1,0,1,56,1,1,100,0,0,11,114,1,10,200000,1,11
2019,201901,589053,2019000011994,16718.4,2019005890531,40024,1,2,16873.2,1,0,2,55,1,1,100,0,0,11,114,1,10,111000,1,11
2019,201901,589208,2019000021778,10990.8,2019005892081,80424,1,1,10990.8,2,0,1,47,1,1,100,0,0,10,101,1,10,65000,1,11
2019,201901,589208,2019000021778,10990.8,2019005892081,80424,1,2,8049.6,2,0,2,42,1,1,100,0,0,8,81,1,10,61000,1,11
2019,201901,589362,2019000031229,17337.6,2019005893621,90224,1,1,17337.6,3,0,2,45,4,6,669,0,0,10,101,1,10,58000,1,11
2019,201901,589362,2019000031229,17337.6,2019005893621,90224,1,3,11145.6,0,0,1,19,6,6,669,0,0,6,63,1,10,500,1,11
2019,201901,589517,2019000040467,27554.4,2019005895171,100424,1,1,27554.4,1,0,1,42,1,1,100,0,0,11,116,1,10,200000,1,11
2019,201901,589672,2019000050442,4953.6,2019005896721,80224,1,1,4798.8,0,0,1,33,1,1,100,0,0,11,114,1,10,95000,1,11
2019,201901,589672,2019000050442,4953.6,2019005896721,80224,1,2,6192.0,0,0,2,30,1,1,100,0,0,10,101,1,10,75000,1,11
2019,201901,589827,2019000059508,9288.0,2019005898271,50624,1,1,9288.0,2,1,1,27,6,1,100,0,0,6,64,1,10,40000,1,11
2019,201901,589982,2019000068896,10371.6,2019005899821,100324,1,1,10371.6,3,0,1,45,1,1,100,0,0,11,115,1,10,552000,1,11
2019,201901,589982,2019000068896,10371.6,2019005899821,100324,1,2,10371.6,3,0,2,45,1,8,885,0,0,11,115,1,10,180000,1,11
2019,201901,590136,2019000078403,4179.6,2019005901361,50724,1,1,4179.6,0,0,2,32,6,1,100,0,0,11,115,1,10,75000,1,11
2019,201901,590136,2019000078403,4179.6,2019005901361,50724,1,2,7430.4,0,0,1,33,6,1,100,0,0,10,101,1,10,30000,1,11
2019,201901,590291,2019000087558,6656.4,2019005902911,120324,1,2,6966.0,0,0,1,63,1,1,100,0,0,10,101,1,10,127000,1,11
2019,201901,590601,2019000108396,7120.8,2019005906011,110724,1,1,7120.8,0,0,2,54,6,2,200,0,0,6,63,1,10,52000,1,11
2019,201901,591220,2019000143962,9288.0,2019005912201,100324,1,1,9288.0,0,0,1,42,6,1,100,0,0,11,115,1,10,250000,1,11
2019,201901,591375,2019000153429,5572.8,2019005913751,30224,1,1,5572.8,0,0,2,41,6,1,100,0,0,10,101,1,10,49500,1,11
2019,201901,591530,2019000163657,15325.2,2019005915301,30224,1,1,15325.2,0,0,1,65,1,1,100,0,0,11,114,1,10,65000,1,11
2019,201901,591530,2019000163657,15325.2,2019005915301,30224,1,2,15015.6,0,0,2,64,1,1,100,0,0,10,101,1,10,14000,1,11
2019,201901,591684,2019000172171,16563.6,2019005916841,110124,1,1,16718.4,3,0,2,43,3,2,200,0,0,6,63,1,10,21000,1,11
2019,201901,591684,2019000172171,16563.6,2019005916841,110124,1,2,29412.0,0,0,1,21,6,2,200,0,0,6,63,1,10,20000,1,11
2019,201901,591994,2019000190176,12693.6,2019005919941,110124,1,1,12693.6,1,0,1,62,6,2,200,0,0,8,81,1,10,84000,2,20
2019,201901,591994,2019000190176,12693.6,2019005919941,110124,1,2,10371.6,1,0,2,61,4,2,200,0,0,6,65,1,10,47200,1,11
2019,201901,592304,2019000209071,10216.8,2019005923041,90224,1,1,10371.6,2,0,1,35,4,1,100,0,0,7,71,1,10,46800,2,20
2019,201901,592458,2019000217715,12538.8,2019005924581,80324,1,1,12693.6,2,1,2,33,6,2,200,0,0,6,63,1,10,27800,1,11
2019,201901,592613,2019000226088,16873.2,2019005926131,110424,1,3,25232.4,0,0,1,20,6,2,200,0,0,6,63,1,10,20000,1,11
2019,201901,592768,2019000234417,10216.8,2019005927681,120324,1,1,10062.0,0,0,1,65,1,1,100,0,0,11,114,1,10,56000,1,11
2019,201901,592768,2019000234417,10216.8,2019005927681,120324,1,2,9288.0,0,0,2,63,1,1,100,0,0,11,116,1,10,134000,1,11
2019,201901,593078,2019000252619,6037.2,2019005930781,100424,1,1,6192.0,0,0,2,24,1,1,100,0,0,10,101,1,10,40000,1,11
2019,201901,593078,2019000252619,6037.2,2019005930781,100424,1,2,8204.4,0,0,1,34,1,1,100,0,0,7,71,1,14,100000,1,12
2019,201901,593387,2019000269906,20278.8,2019005933871,80124,1,2,13932.0,1,0,1,36,1,2,200,0,0,7,71,1,10,32000,1,11
2019,201901,593542,2019000279243,11300.4,2019005935421,50624,1,1,11300.4,3,0,2,41,6,2,200,0,0,8,81,1,10,35000,1,11
2019,201901,593542,2019000279243,11300.4,2019005935421,50624,1,5,13158.0,1,0,2,61,4,2,200,0,0,8,81,1,10,75000,1,11
2019,201901,593697,2019000288315,19350.0,2019005936971,40024,1,1,19350.0,2,0,1,51,1,8,865,0,0,10,101,1,10,100000,1,11
2019,201901,593697,2019000288315,19350.0,2019005936971,40024,1,2,32043.6,2,0,2,51,1,1,100,0,0,6,63,1,10,20000,1,11
2019,201901,594006,2019000310117,11145.6,2019005940061,50524,1,1,11145.6,2,0,1,52,1,6,643,0,0,0,2,1,10,27000,1,11
2019,201901,594006,2019000310117,11145.6,2019005940061,50524,1,3,8668.8,0,0,2,20,6,6,643,0,0,6,63,1,10,15000,1,11
2019,201901,594471,2019000338910,10216.8,2019005944711,110124,1,2,9907.2,2,0,1,51,6,1,100,0,0,11,114,1,10,120000,1,11
2019,201901,594780,2019000357841,10990.8,2019005947801,110324,1,1,11145.6,0,0,1,62,3,2,200,0,0,7,71,1,10,6000,1,11
2019,201901,594780,2019000357841,10990.8,2019005947801,110324,1,2,14396.4,0,0,1,26,6,2,200,0,0,7,71,1,10,33300,1,11
2019,201901,595090,2019000377682,12693.6,2019005950901,50324,1,1,12693.6,2,1,1,39,1,2,200,0,0,6,61,1,10,0,1,11
2019,201901,595090,2019000377682,12693.6,2019005950901,50324,1,2,16408.8,2,1,2,34,1,2,200,0,0,6,64,1,10,15000,1,11
2019,201901,595245,2019000387168,11145.6,2019005952451,30124,1,2,10526.4,3,2,1,37,1,1,100,0,0,10,101,1,10,92000,1,11
2019,201901,595400,2019000399143,10371.6,2019005954001,100324,1,1,10216.8,2,0,2,49,1,1,100,4,420,11,114,1,10,125000,1,11
2019,201901,595400,2019000399143,10371.6,2019005954001,100324,1,2,8049.6,2,0,1,52,1,1,100,4,426,11,114,1,10,75000,1,11
2019,201901,595400,2019000399143,10371.6,2019005954001,100324,1,5,13312.8,0,0,2,42,6,1,100,4,426,6,65,1,10,35000,1,11
2019,201901,595709,2019000416436,15325.2,2019005957091,50524,1,1,15325.2,2,0,1,34,1,1,100,0,0,10,101,1,10,178000,1,11
2019,201901,595709,2019000416436,15325.2,2019005957091,50524,1,2,17802.0,2,0,2,32,1,1,100,0,0,10,101,1,10,52000,1,11
2019,201901,595864,2019000424721,19040.4,2019005958641,100324,1,1,19040.4,0,0,1,37,6,2,200,0,0,10,101,1,10,40000,1,11
2019,201901,596019,2019000434646,9597.6,2019005960191,50324,1,1,9597.6,3,0,2,46,6,2,200,0,0,6,65,1,10,41000,1,11
2019,201901,596019,2019000434646,9597.6,2019005960191,50324,1,2,6966.0,0,0,2,24,6,2,200,0,0,10,101,1,10,14000,1,11
2019,201901,596019,2019000434646,9597.6,2019005960191,50324,1,3,6966.0,0,0,2,22,6,2,200,0,0,10,101,1,10,6000,1,11
2019,201901,596174,2019000444863,12538.8,2019005961741,100324,1,1,12538.8,0,0,2,28,1,6,610,0,0,11,114,1,10,75000,1,11
2019,201901,596174,2019000444863,12538.8,2019005961741,100324,1,2,11455.2,0,0,1,29,1,6,610,0,0,11,114,1,12,30000,1,11
2019,201901,596328,2019000454468,11764.8,2019005963281,80424,1,2,14241.6,0,0,1,34,6,1,100,0,0,10,101,1,10,34900,1,11
